USC00131319,17-10-1947,42.0497,-91.5881,247.8,27.8
USC00244558,24-04-1919,48.3042,-114.2636,901.3,24.4
CA004074640,28-05-1983,53.2833,-104.3333,375,21.5
USC00026865,22-11-1926,33.665,-114.2272,266.7,28.3
USC00118293,20-10-2017,42.3997,-89.9903,295.7,25.6
KE000063820,27-09-1981,-4.033,39.617,55,29
USS0015C16S,05-01-1985,46.76,-115.3,1914.1,-4.7
USC00242347,14-01-1965,47.3181,-109.9372,1100.3,7.8
USC00292030,08-08-1937,35.4072,-104.1906,1293.6,38.3
USC00486450,06-12-1948,43.5167,-104.3333,1250.9,1.1
USS0015C16S,30-01-1985,46.76,-115.3,1914.1,-9.2
USC00465875,27-08-1989,37.9892,-80.68,975.4,22.8
USW00012928,20-01-1985,27.5,-97.8167,17.1,14.4
USW00014891,08-06-1951,40.8203,-82.5178,394.7,24.4
USC00292030,15-08-1937,35.4072,-104.1906,1293.6,36.1
RSM00031235,01-11-1985,55.33,134.5,318,-2.4
USC00040674,15-09-1964,37.0833,-122.1,153,32.2
USR0000CMIO,19-03-2009,36.2314,-118.8689,586.1,23.3
USC00205073,01-10-1980,45.9511,-86.2514,182.9,19.4
SAM00040362,15-04-2004,29.626,43.491,449.3,34.1
USW00024088,10-06-1986,44.2169,-104.9292,1318.3,13.3
USC00473214,09-06-1947,43.7667,-89.3,235,29.4
USC00242827,30-03-1994,48.8978,-115.0644,771.8,19.4
RSM00031235,14-11-1985,55.33,134.5,318,-8.1
USC00030150,14-10-1909,34.2467,-93.4392,160.3,31.1
USC00375110,08-12-1903,41.4333,-71.4667,6.7,6.7
USC00410958,08-02-1981,35.6364,-101.4542,934.8,13.3
USC00465875,10-08-1989,37.9892,-80.68,975.4,22.2
USC00465875,06-08-1989,37.9892,-80.68,975.4,30.6
USC00040674,18-09-1964,37.0833,-122.1,153,28.3
USC00473214,25-06-1947,43.7667,-89.3,235,25.6
CA003074320,29-06-1973,55.7167,-116.95,623,17.2
CA001096458,16-07-1996,54.05,-122.7333,762,21
USC00057296,27-08-2004,40.7022,-105.7106,2347,15.6
FI000007501,02-12-1913,67.3678,26.6328,179,-11.5
CA001108446,29-09-1968,49.3,-123.1167,3,17.2
RSM00031235,25-11-1985,55.33,134.5,318,-16.1
USC00244558,11-04-1919,48.3042,-114.2636,901.3,8.3
CA008206000,30-03-1938,45.3667,-63.3,24,1.7
USC00240780,07-10-1914,45.8325,-109.9511,1249.7,9.4
USC00451484,05-02-1916,48.9672,-122.3292,19.5,-2.8
USC00240780,27-10-1914,45.8325,-109.9511,1249.7,19.4
CA001096458,03-07-1996,54.05,-122.7333,762,18.5
USC00022787,29-02-1968,33.6,-114.5333,98.1,27.2
CA001117215,05-12-2001,50.7333,-122.2333,244,-0.5
USC00244558,05-04-1919,48.3042,-114.2636,901.3,9.4
CA005041530,15-06-1972,50.4,-98.55,250,12.2
RSM00034240,07-09-1926,50.8,42,110,20.5
USC00465875,07-08-1989,37.9892,-80.68,975.4,28.3
CA006166800,11-02-1945,44.6,-77.4167,195,-6.1
USC00040674,27-09-1964,37.0833,-122.1,153,23.9
CA008103050,12-04-2007,48.0167,-64.5,4,7
CA005041530,06-06-1972,50.4,-98.55,250,30.6
USC00353445,21-08-1971,42.4244,-123.3236,283.5,28.3
CA001117215,03-12-2001,50.7333,-122.2333,244,7
CA008103050,10-04-2007,48.0167,-64.5,4,1
RSM00034240,02-09-1926,50.8,42,110,19.5
CA008103050,06-04-2007,48.0167,-64.5,4,2.2
USC00410958,28-02-1981,35.6364,-101.4542,934.8,15
USC00375110,17-12-1903,41.4333,-71.4667,6.7,-1.7
USR0000CMIO,26-03-2009,36.2314,-118.8689,586.1,20
USW00013984,25-12-1917,39.5514,-97.6508,447.8,-2.2
CA001096458,27-07-1996,54.05,-122.7333,762,28
CA001141455,07-11-2004,49.3,-117.6333,496,6.2
USC00398307,20-04-1928,45.4283,-101.0764,662.3,10.6
USC00410923,12-05-1984,33.6403,-96.1661,180.4,30
CA004074640,30-05-1983,53.2833,-104.3333,375,18
CA003074320,27-06-1973,55.7167,-116.95,623,22.2
CA005041530,21-06-1972,50.4,-98.55,250,22.2
KE000063820,04-09-1981,-4.033,39.617,55,28
USC00240780,11-10-1914,45.8325,-109.9511,1249.7,11.1
USC00030150,01-10-1909,34.2467,-93.4392,160.3,34.4
AUM00011155,10-05-1985,47.817,13.717,1620.1,8
KE000063820,18-09-1981,-4.033,39.617,55,28
USC00408873,10-04-1922,36.4167,-83.55,406,27.2
USC00057296,19-08-2004,40.7022,-105.7106,2347,17.2
CA001117215,12-12-2001,50.7333,-122.2333,244,1
USC00240780,18-10-1914,45.8325,-109.9511,1249.7,19.4
USC00390701,19-04-1961,45.5286,-102.465,847.3,28.3
USW00024088,23-06-1986,44.2169,-104.9292,1318.3,28.3
SPE00119981,20-11-1994,43.4917,-3.7994,52,19.1
SPE00119981,27-11-1994,43.4917,-3.7994,52,12.6
CA005041530,22-06-1972,50.4,-98.55,250,24.4
USW00024144,27-07-1940,46.6056,-111.9636,1166.8,19.4
USC00244558,19-04-1919,48.3042,-114.2636,901.3,17.2
CA001117215,23-12-2001,50.7333,-122.2333,244,-1
RSM00034240,18-09-1926,50.8,42,110,11.7
USC00408873,30-04-1922,36.4167,-83.55,406,21.7
USW00024088,16-06-1986,44.2169,-104.9292,1318.3,31.7
USC00248957,20-09-1945,46.9878,-104.1567,821.7,15.6
USC00118293,15-10-2017,42.3997,-89.9903,295.7,19.4
USC00390701,20-04-1961,45.5286,-102.465,847.3,20
USC00244558,10-04-1919,48.3042,-114.2636,901.3,12.8
USW00014891,03-06-1951,40.8203,-82.5178,394.7,30
USC00242827,03-03-1994,48.8978,-115.0644,771.8,10.6
GMM00010253,20-04-1986,52.967,11.133,17,9.4
USW00012928,18-01-1985,27.5,-97.8167,17.1,22.8
USC00353445,01-08-1971,42.4244,-123.3236,283.5,34.4
RSM00031235,11-11-1985,55.33,134.5,318,-10.5
USR0000CMIO,31-03-2009,36.2314,-118.8689,586.1,21.1
CA001036570,08-12-1934,50.5333,-127.65,3,5
USC00244558,07-04-1919,48.3042,-114.2636,901.3,10.6
CA004074640,19-05-1983,53.2833,-104.3333,375,14.5
USW00014891,20-06-1951,40.8203,-82.5178,394.7,27.2
USC00486450,22-12-1948,43.5167,-104.3333,1250.9,-1.7
USR0000CMIO,18-03-2009,36.2314,-118.8689,586.1,21.7
USC00242347,31-01-1965,47.3181,-109.9372,1100.3,8.3
USC00459185,02-07-1958,45.8167,-121.4,627.9,26.1
USC00486450,05-12-1948,43.5167,-104.3333,1250.9,0.6
FI000007501,27-12-1913,67.3678,26.6328,179,-16
USC00118293,25-10-2017,42.3997,-89.9903,295.7,12.8
CA003074320,18-06-1973,55.7167,-116.95,623,20.6
USC00026865,05-11-1926,33.665,-114.2272,266.7,29.4
USR0000CMIO,08-03-2009,36.2314,-118.8689,586.1,16.7
USW00014717,31-08-1951,43.2333,-75.4,158.2,31.7
USC00240780,20-10-1914,45.8325,-109.9511,1249.7,14.4
CHM00052203,10-06-1988,42.817,93.517,739,26.8
